Id,Cover_Type
264401,1
513399,1
89008,1
150333,1
170770,1
315550,1
92480,1
55084,1
74550,1
230257,1
546369,1
122342,1
327376,1
384783,1
519809,1
434205,1
461957,1
139017,1
521581,1
302979,1
442255,1
388260,1
262768,1
146163,1
564721,1
358624,1
150931,1
155610,1
17865,1
427289,1
195576,1
278220,1
43472,1
87004,1
353612,1
553984,1
536961,1
441482,1
254817,1
170472,1
203768,1
386685,1
322165,1
320396,1
462956,1
21159,1
136518,1
268945,1
569720,1
239882,1
360868,1
506022,1
257030,1
239859,1
114844,1
225658,1
131754,1
546934,1
71931,1
162687,1
568803,1
122289,1
220157,1
188307,1
264441,1
35422,1
316090,1
198803,1
467988,1
35236,1
560833,1
210046,1
393374,1
308705,1
403776,1
422062,1
421579,1
489045,1
527670,1
262836,1
242892,1
577832,1
172908,1
343014,1
27328,1
148723,1
441541,1
499110,1
33458,1
352632,1
59688,1
447537,1
392205,1
258432,1
59683,1
193249,1
159001,1
555552,1
494452,1
141633,1
550216,1
369208,1
521259,1
77291,1
384939,1
311843,1
213211,1
207518,1
368434,1
453243,1
98707,1
532273,1
504426,1
576694,1
179286,1
70149,1
149888,1
251249,1
342547,1
284932,1
65698,1
480675,1
361956,1
145991,1
439263,1
159149,1
65623,1
544841,1
220583,1
412041,1
191976,1
73804,1
156122,1
221008,1
31336,1
137174,1
494887,1
287412,1
94745,1
487452,1
576127,1
84703,1
34553,1
304541,1
366604,1
363550,1
100231,1
447881,1
104038,1
344625,1
308152,1
448675,1
161538,1
441488,1
115966,1
490277,1
99140,1
73757,1
221208,1
143917,1
159910,1
154088,1
72211,1
272859,1
185793,1
25658,1
193751,1
100317,1
538434,1
526660,1
525445,1
184499,1
232073,1
270700,1
393413,1
276347,1
376505,1
317749,1
378997,1
63536,1
151485,1
57677,1
418569,1
63859,1
146529,1
109584,1
119021,1
428821,1
130644,1
146624,1
520380,1
128278,1
101004,1
293890,1
137996,1
83062,1
253119,1
161779,1
25400,1
529605,1
518140,1
189731,1
39681,1
484211,1
464772,1
475765,1
435835,1
53234,1
415644,1
154424,1
325811,1
246892,1
379007,1
61505,1
478810,1
493752,1
290025,1
91092,1
98536,1
21521,1
333680,1
45142,1
118959,1
456781,1
190865,1
279101,1
179914,1
141787,1
156182,1
37154,1
68833,1
193650,1
364421,1
487308,1
511637,1
157347,1
108310,1
212558,1
414016,1
374175,1
88282,1
262312,1
527865,1
155724,1
360385,1
32635,1
560682,1
546041,1
511560,1
40363,1
206588,1
161641,1
386895,1
182153,1
218824,1
81581,1
18064,1
400969,1
40734,1
212487,1
24662,1
560589,1
70210,1
116881,1
310283,1
181083,1
221732,1
25434,1
158136,1
521082,1
41628,1
234061,1
209129,1
182244,1
447425,1
197848,1
169331,1
313219,1
403669,1
545411,1
101018,1
246472,1
157734,1
529322,1
302501,1
149861,1
122476,1
453287,1
436758,1
365169,1
464860,1
205599,1
129877,1
248892,1
434792,1
138270,1
153498,1
226599,1
305733,1
326435,1
421043,1
196396,1
297258,1
476040,1
44493,1
29541,1
168577,1
130787,1
39274,1
77206,1
416981,1
89856,1
330603,1
396274,1
38547,1
27920,1
355166,1
56274,1
207427,1
209500,1
201793,1
43174,1
245733,1
525296,1
250443,1
205535,1
446903,1
470700,1
86704,1
280725,1
42951,1
355352,1
235783,1
28034,1
121036,1
521040,1
573078,1
183313,1
538873,1
295620,1
224731,1
328152,1
286633,1
478339,1
63297,1
173122,1
121975,1
449090,1
304634,1
425434,1
60912,1
451278,1
128282,1
44908,1
331007,1
86046,1
522069,1
512289,1
30907,1
363612,1
81602,1
291408,1
64186,1
264533,1
297575,1
153624,1
270680,1
426754,1
145277,1
86144,1
516539,1
429668,1
167261,1
138068,1
289251,1
404170,1
255685,1
452685,1
334797,1
119968,1
287889,1
163699,1
569430,1
533223,1
558241,1
32892,1
279536,1
20540,1
476796,1
345792,1
376786,1
112993,1
214013,1
441955,1
361907,1
549873,1
547182,1
445292,1
208532,1
151551,1
79584,1
60250,1
464200,1
428908,1
359321,1
416612,1
279072,1
286929,1
496211,1
267780,1
398442,1
72658,1
537123,1
408263,1
33043,1
193425,1
403354,1
281546,1
51180,1
272641,1
151275,1
304328,1
147462,1
388854,1
230049,1
523600,1
466194,1
352817,1
505558,1
306699,1
265116,1
183882,1
136149,1
354916,1
353692,1
367942,1
393650,1
203128,1
466244,1
555251,1
213484,1
27337,1
137102,1
366288,1
356594,1
465155,1
106037,1
24573,1
83833,1
221566,1
481279,1
97210,1
187797,1
561215,1
23126,1
389150,1
398372,1
161040,1
525662,1
326844,1
183071,1
423758,1
536773,1
315605,1
379876,1
94015,1
127694,1
85288,1
111539,1
538281,1
98153,1
379465,1
41861,1
485546,1
56330,1
327829,1
65374,1
304200,1
454166,1
330075,1
199452,1
211959,1
284670,1
360832,1
299486,1
103802,1
209418,1
554893,1
163354,1
347810,1
158250,1
296722,1
236460,1
479453,1
178677,1
372614,1
426415,1
175650,1
552544,1
508951,1
38343,1
348870,1
30601,1
555440,1
429367,1
272620,1
437116,1
569657,1
66334,1
198211,1
315447,1
140343,1
246746,1
184794,1
30764,1
279618,1
482878,1
182206,1
98057,1
553892,1
489191,1
79222,1
215768,1
33379,1
538040,1
439862,1
509945,1
323336,1
194371,1
563334,1
483608,1
190884,1
300887,1
242733,1
522962,1
185903,1
353697,1
452729,1
298025,1
218244,1
450040,1
177252,1
457876,1
425838,1
197359,1
579237,1
481404,1
435147,1
454044,1
405296,1
434218,1
172269,1
555699,1
180867,1
541476,1
91786,1
181539,1
516260,1
465252,1
27180,1
318135,1
181014,1
464748,1
151151,1
361502,1
491579,1
123872,1
521784,1
250975,1
100922,1
227221,1
185339,1
474166,1
310825,1
264851,1
335745,1
497897,1
225497,1
388955,1
573034,1
73221,1
256712,1
274830,1
329276,1
52360,1
244017,1
45523,1
456115,1
502370,1
387942,1
201465,1
259089,1
255633,1
72616,1
196547,1
388896,1
135201,1
124712,1
158424,1
252637,1
465274,1
462720,1
381361,1
502269,1
178973,1
124369,1
385873,1
307319,1
517123,1
135030,1
162074,1
361540,1
508985,1
109458,1
374012,1
472394,1
437314,1
327939,1
241732,1
483832,1
93189,1
434004,1
159138,1
560339,1
49481,1
527467,1
227135,1
168578,1
138006,1
439953,1
238049,1
329663,1
259807,1
503300,1
437908,1
280505,1
256257,1
524478,1
363322,1
16250,1
547899,1
431462,1
313336,1
196552,1
282194,1
481460,1
448851,1
578816,1
336108,1
38355,1
396459,1
158180,1
382601,1
81045,1
405748,1
502169,1
326556,1
211660,1
407659,1
111595,1
447553,1
520798,1
91890,1
231273,1
186148,1
218964,1
464767,1
346444,1
359861,1
166738,1
153824,1
569950,1
266810,1
312464,1
135484,1
421560,1
114418,1
580373,1
49157,1
476919,1
351402,1
476722,1
90182,1
533416,1
172024,1
467668,1
372016,1
496226,1
324874,1
494491,1
450559,1
32953,1
298874,1
42817,1
571148,1
368467,1
15882,1
512556,1
80365,1
53713,1
230356,1
211208,1
491914,1
297033,1
305841,1
289604,1
396367,1
314431,1
117853,1
147216,1
149031,1
207434,1
534226,1
174167,1
243511,1
337624,1
528073,1
526372,1
507083,1
326633,1
170844,1
289784,1
214190,1
512998,1
164359,1
214222,1
130596,1
17922,1
202173,1
465134,1
372125,1
246976,1
316415,1
120101,1
18737,1
562248,1
482615,1
256159,1
103737,1
239812,1
232138,1
302600,1
328673,1
346052,1
172160,1
176500,1
352072,1
274535,1
140591,1
444695,1
459169,1
149752,1
151760,1
494753,1
242778,1
544534,1
86326,1
453323,1
466291,1
316126,1
366910,1
542546,1
473105,1
251566,1
213116,1
537738,1
323315,1
346454,1
424507,1
339878,1
245602,1
64779,1
521239,1
102973,1
50759,1
353889,1
224279,1
40617,1
442975,1
409821,1
407266,1
428159,1
203663,1
94266,1
400261,1
482475,1
515832,1
457324,1
299293,1
413568,1
481232,1
452958,1
315779,1
37940,1
436572,1
408503,1
26099,1
517739,1
542049,1
284552,1
496208,1
43359,1
67992,1
467124,1
499334,1
186128,1
556370,1
136634,1
433644,1
404197,1
577280,1
354512,1
197419,1
382972,1
528361,1
334057,1
68892,1
225370,1
558431,1
284864,1
162307,1
162524,1
559313,1
91096,1
539938,1
34753,1
448606,1
272301,1
370335,1
72827,1
508581,1
218852,1
40016,1
574934,1
373115,1
96411,1
559094,1
43760,1
363097,1
264939,1
240094,1
520411,1
482285,1
292152,1
540736,1
72263,1
503306,1
216118,1
267958,1
232928,1
234276,1
485875,1
221330,1
336955,1
23631,1
454231,1
567949,1
557812,1
138665,1
326946,1
578972,1
118501,1
336374,1
135698,1
327169,1
95254,1
419672,1
189672,1
444666,1
546237,1
298337,1
333677,1
548474,1
362426,1
347212,1
96392,1
532358,1
217432,1
163469,1
563579,1
386153,1
561676,1
387931,1
95620,1
478376,1
280426,1
502747,1
490352,1
29150,1
392633,1
245117,1
573895,1
542704,1
343970,1
124139,1
84096,1
165547,1
126399,1
329490,1
171203,1
325594,1
569335,1
267768,1
70444,1
69806,1
224127,1
254656,1
135680,1
319455,1
539635,1
83005,1
158699,1
570166,1
197505,1
310533,1
488664,1
21540,1
142685,1
176182,1
30244,1
142265,1
567123,1
149955,1
202560,1
571857,1
446750,1
51336,1
231520,1
417184,1
515197,1
511950,1
260639,1
479323,1
530389,1
422004,1
330545,1
438095,1
457069,1
158383,1
180896,1
175147,1
246969,1
349109,1
513070,1
327513,1
247038,1
155865,1
94533,1
470275,1
377498,1
260478,1
418404,1
321210,1
474705,1
391422,1
269441,1
43648,1
253398,1
217655,1
71612,1
532680,1
253280,1
556591,1
293668,1
125181,1
287920,1
269953,1
491226,1
274053,1
371076,1
432244,1
464275,1
403227,1
291626,1
131061,1
76197,1
112125,1
20231,1
212906,1
379390,1
266594,1
309455,1
248779,1
15880,1
312499,1
173279,1
562596,1
440040,1
542066,1
26019,1
160255,1
356867,1
125036,1
442943,1
53575,1
248094,1
35559,1
272234,1
456398,1
56309,1
94775,1
147889,1
467059,1
342618,1
234426,1
570088,1
66816,1
90706,1
170162,1
549949,1
409118,1
33276,1
362494,1
314618,1
512967,1
423115,1
262086,1
160064,1
401794,1
217444,1
128808,1
384529,1
496855,1
161817,1
167092,1
198047,1
473160,1
350416,1
73587,1
462414,1
298101,1
543936,1
470083,1
527947,1
154538,1
531304,1
334157,1
221910,1
112068,1
448337,1
461450,1
135286,1
486085,1
146110,1
548658,1
429406,1
340797,1
536237,1
433576,1
353913,1
356756,1
28860,1
18885,1
148532,1
429771,1
176891,1
522362,1
335080,1
301062,1
394651,1
277204,1
47755,1
199646,1
218369,1
403287,1
186303,1
463705,1
255563,1
178676,1
244190,1
412363,1
103485,1
460759,1
401640,1
128230,1
52513,1
49595,1
519744,1
321166,1
463269,1
440060,1
246195,1
110208,1
140644,1
548847,1
170831,1
323676,1
234915,1
57546,1
531927,1
459098,1
163796,1
268902,1
560818,1
161918,1
349515,1
189170,1
422214,1
279748,1
75831,1
118217,1
310741,1
141586,1
126315,1
379900,1
201655,1
34295,1
234419,1
253733,1
510923,1
346723,1
310345,1
358991,1
335899,1
321762,1
117519,1
95231,1
132833,1
259978,1
390129,1
52948,1
198495,1
421459,1
313047,1
84900,1
117705,1
233660,1
243601,1
242758,1
266519,1
503851,1
58146,1
525235,1
216685,1
199350,1
132475,1
203500,1
60246,1
85582,1
476357,1
26667,1
436421,1
489466,1
571762,1
250243,1
570513,1
567811,1
327059,1
35980,1
577383,1
405131,1
478745,1
532282,1
487201,1
77458,1
446956,1
538501,1
99802,1
364599,1
317325,1
293388,1
193919,1
66061,1
373229,1
151181,1
505474,1
182909,1
441968,1
252773,1
279827,1
213144,1
112238,1
50493,1
310436,1
112642,1
338539,1
399387,1
374011,1
26686,1
445079,1
75541,1
512480,1
545470,1
511605,1
121712,1
375010,1
507088,1
524016,1
429873,1
440009,1
342248,1
243657,1
411604,1
219748,1
229564,1
411339,1
394819,1
375235,1
217059,1
214886,1
373675,1
529538,1
504030,1
345837,1
385240,1
574105,1
469826,1
426288,1
179382,1
232179,1
471653,1
44499,1
554263,1
520064,1
176194,1
169651,1
252262,1
237177,1
339457,1
525336,1
143682,1
220804,1
390260,1
128703,1
213637,1
276804,1
342088,1
96077,1
198295,1
57361,1
69308,1
166306,1
237453,1
17505,1
430506,1
536534,1
305761,1
178464,1
351105,1
491655,1
239641,1
150512,1
466215,1
437440,1
432939,1
69204,1
397624,1
310126,1
489732,1
389841,1
433026,1
272122,1
289988,1
32443,1
128960,1
148517,1
451432,1
487766,1
59352,1
263767,1
378450,1
49754,1
236349,1
528302,1
554178,1
140169,1
174364,1
361498,1
233008,1
250721,1
87038,1
303584,1
351835,1
417854,1
422682,1
498073,1
239206,1
486009,1
95897,1
326023,1
155247,1
357117,1
137034,1
499612,1
382824,1
511068,1
270713,1
475818,1
30105,1
163984,1
70442,1
209858,1
537721,1
418379,1
295741,1
530312,1
241764,1
379773,1
298398,1
131401,1
97514,1
27544,1
517101,1
574207,1
321504,1
434489,1
301104,1
116810,1
362761,1
86478,1
428802,1
475837,1
566035,1
70432,1
349427,1
131300,1
191235,1
226143,1
380741,1
414100,1
285621,1
391056,1
50551,1
260349,1
174142,1
90489,1
428668,1
61548,1
109722,1
135715,1
401091,1
133358,1
171067,1
316326,1
346295,1
385688,1
498500,1
212855,1
229870,1
88769,1
398110,1
423059,1
328282,1
488597,1
388835,1
201128,1
115488,1
373731,1
226714,1
65241,1
410073,1
126055,1
41356,1
123464,1
454558,1
234124,1
336655,1
168466,1
333262,1
559849,1
485141,1
398832,1
549688,1
292858,1
61723,1
33942,1
161277,1
134341,1
314906,1
260089,1
532041,1
23139,1
69604,1
525846,1
329226,1
325542,1
286999,1
553080,1
69205,1
400274,1
537846,1
386275,1
217756,1
404033,1
177074,1
44581,1
277116,1
198859,1
404446,1
439797,1
139297,1
177333,1
428625,1
170246,1
483697,1
208024,1
443877,1
395111,1
226910,1
372573,1
285353,1
506313,1
390153,1
504264,1
539010,1
411524,1
41069,1
525007,1
285307,1
148951,1
366649,1
78759,1
479554,1
200788,1
298124,1
304373,1
453507,1
290154,1
461510,1
249355,1
421419,1
270355,1
132077,1
418995,1
447750,1
166564,1
29524,1
47678,1
440097,1
462831,1
286995,1
122234,1
265032,1
270135,1
223599,1
35740,1
412828,1
129998,1
408984,1
527001,1
412595,1
162378,1
472863,1
509937,1
318410,1
132627,1
375872,1
522374,1
175393,1
163601,1
223536,1
435642,1
264152,1
199268,1
273149,1
253504,1
500188,1
129820,1
135724,1
557281,1
274538,1
512451,1
577509,1
77195,1
483164,1
107979,1
362754,1
128443,1
345047,1
149567,1
426929,1
265008,1
431112,1
345038,1
123460,1
445589,1
175108,1
147503,1
382088,1
297383,1
102814,1
538821,1
246357,1
253526,1
409279,1
110285,1
338963,1
343715,1
310404,1
213182,1
351307,1
531694,1
182695,1
114223,1
305705,1
545878,1
280921,1
185944,1
576596,1
554889,1
492115,1
508367,1
280873,1
383267,1
363813,1
202776,1
160278,1
163537,1
296725,1
229519,1
543369,1
384660,1
70355,1
175336,1
344128,1
246136,1
339032,1
100139,1
287941,1
373163,1
482913,1
271885,1
524420,1
17008,1
535790,1
541318,1
421484,1
362962,1
511282,1
328524,1
276503,1
522300,1
22605,1
18431,1
549507,1
20966,1
66592,1
445515,1
227497,1
151398,1
531977,1
518247,1
123530,1
270259,1
132001,1
478372,1
500176,1
567854,1
165754,1
77497,1
500827,1
387161,1
231113,1
349977,1
31269,1
559967,1
393640,1
57686,1
229674,1
456165,1
432062,1
364404,1
336128,1
17197,1
394252,1
84661,1
561443,1
25620,1
409262,1
211775,1
231711,1
249280,1
272206,1
445287,1
106093,1
83998,1
160243,1
24677,1
532827,1
573514,1
148409,1
546818,1
368855,1
199450,1
356131,1
136331,1
176916,1
242888,1
506090,1
155270,1
322843,1
306558,1
252945,1
181543,1
559128,1
275327,1
469011,1
460731,1
136421,1
554330,1
400252,1
469889,1
322601,1
337395,1
107474,1
518954,1
551942,1
257198,1
371783,1
195453,1
296352,1
97000,1
562958,1
520651,1
400539,1
265975,1
187555,1
175933,1
210942,1
68092,1
528149,1
557264,1
125715,1
410764,1
571590,1
398188,1
372031,1
77608,1
489703,1
444001,1
259734,1
90985,1
184591,1
504131,1
570138,1
417095,1
117908,1
514820,1
293743,1
407479,1
288316,1
24590,1
339864,1
546065,1
18355,1
105072,1
241702,1
216067,1
192425,1
351887,1
490156,1
186372,1
463294,1
166030,1
506182,1
239321,1
419020,1
479792,1
513100,1
307799,1
440874,1
568813,1
309503,1
276683,1
28044,1
215292,1
68029,1
321954,1
87779,1
251454,1
50538,1
17300,1
17470,1
310924,1
185873,1
266722,1
336754,1
97824,1
567140,1
213112,1
344673,1
393408,1
284899,1
140788,1
155702,1
56142,1
269437,1
555349,1
239468,1
29195,1
399748,1
112414,1
400254,1
276943,1
454724,1
526607,1
445676,1
147549,1
442100,1
98974,1
208053,1
409303,1
354013,1
270608,1
184701,1
143183,1
167053,1
154560,1
481771,1
537474,1
294890,1
182018,1
208086,1
179315,1
321508,1
193016,1
184550,1
128367,1
380994,1
428377,1
394436,1
232166,1
253072,1
84054,1
32759,1
295666,1
506657,1
407097,1
117816,1
15640,1
285519,1
54727,1
235435,1
225108,1
311789,1
383581,1
308985,1
519632,1
512649,1
118807,1
254557,1
405059,1
106504,1
485296,1
319769,1
482206,1
354923,1
412602,1
506853,1
202872,1
328834,1
150456,1
370618,1
135911,1
198072,1
201150,1
567090,1
290236,1
475360,1
173698,1
436564,1
569049,1
472337,1
341104,1
284066,1
544849,1
61787,1
195178,1
253729,1
340954,1
157722,1
132296,1
573201,1
191347,1
101644,1
376004,1
307079,1
496246,1
262132,1
447471,1
106222,1
132347,1
107414,1
337278,1
143458,1
389951,1
295219,1
282004,1
199542,1
387812,1
146037,1
308896,1
71550,1
85992,1
400408,1
558834,1
203842,1
364081,1
70538,1
429888,1
409371,1
257338,1
422070,1
390865,1
169489,1
171657,1
70247,1
499274,1
327084,1
422183,1
421364,1
577787,1
158910,1
538016,1
468640,1
392730,1
33116,1
225573,1
67733,1
244705,1
87752,1
90916,1
373194,1
518104,1
366301,1
292588,1
493600,1
285550,1
34671,1
22594,1
77593,1
362668,1
40034,1
173652,1
235560,1
338750,1
297167,1
316209,1
454416,1
245557,1
40721,1
374481,1
225780,1
261683,1
574110,1
544298,1
224329,1
186642,1
379257,1
352947,1
439004,1
17837,1
451203,1
236709,1
408464,1
314718,1
381805,1
329154,1
534702,1
205091,1
492374,1
437765,1
51733,1
17427,1
453147,1
415770,1
491103,1
208351,1
422558,1
293752,1
200679,1
18241,1
187889,1
234295,1
99237,1
559095,1
476818,1
370490,1
16539,1
500924,1
510806,1
531004,1
60473,1
461469,1
442960,1
